source_row,movimiento,repeticion_id,ventana,fold
4335,002,002_0098,8,1
4336,002,002_0099,1,5
4337,002,002_0099,2,5
4338,002,002_0099,3,5
4339,002,002_0099,4,5
4340,002,002_0099,5,5
4341,002,002_0099,6,5
4342,002,002_0099,7,5
4343,002,002_0099,8,5
4344,002,002_0100,1,4
4345,002,002_0100,2,4
4346,002,002_0100,3,4
4347,002,002_0100,4,4
4348,002,002_0100,5,4
4349,002,002_0100,6,4
4350,002,002_0100,7,4
4351,002,002_0100,8,4
4352,002,002_0101,1,3
4353,002,002_0101,2,3
4354,002,002_0101,3,3
4355,002,002_0101,4,3
4356,002,002_0101,5,3
4357,002,002_0101,6,3
4358,002,002_0101,7,3
4359,002,002_0101,8,3
4360,002,002_0102,1,2
4361,002,002_0102,2,2
4362,002,002_0102,3,2
4363,002,002_0102,4,2
4364,002,002_0102,5,2
4365,002,002_0102,6,2
4366,002,002_0102,7,2
4367,002,002_0102,8,2
4368,002,002_0103,1,1
4369,002,002_0103,2,1
4370,002,002_0103,3,1
4371,002,002_0103,4,1
4372,002,002_0103,5,1
4373,002,002_0103,6,1
4374,002,002_0103,7,1
4375,002,002_0103,8,1
4376,002,002_0104,1,5
4377,002,002_0104,2,5
4378,002,002_0104,3,5
4379,002,002_0104,4,5
4380,002,002_0104,5,5
4381,002,002_0104,6,5
4382,002,002_0104,7,5
4383,002,002_0104,8,5
4384,002,002_0105,1,4
4385,002,002_0105,2,4
4386,002,002_0105,3,4
4387,002,002_0105,4,4
4388,002,002_0105,5,4
4389,002,002_0105,6,4
4390,002,002_0105,7,4
4391,002,002_0105,8,4
4392,002,002_0106,1,3
4393,002,002_0106,2,3
4394,002,002_0106,3,3
4395,002,002_0106,4,3
4396,002,002_0106,5,3
4397,002,002_0106,6,3
4398,002,002_0106,7,3
4399,002,002_0106,8,3
4400,002,002_0107,1,2
4401,002,002_0107,2,2
4402,002,002_0107,3,2
4403,002,002_0107,4,2
4404,002,002_0107,5,2
4405,002,002_0107,6,2
4406,002,002_0107,7,2
4407,002,002_0107,8,2
4408,002,002_0108,1,1
4409,002,002_0108,2,1
4410,002,002_0108,3,1
4411,002,002_0108,4,1
4412,002,002_0108,5,1
4413,002,002_0108,6,1
4414,002,002_0108,7,1
4415,002,002_0108,8,1
4416,002,002_0109,1,5
4417,002,002_0109,2,5
4418,002,002_0109,3,5
4419,002,002_0109,4,5
4420,002,002_0109,5,5
4421,002,002_0109,6,5
4422,002,002_0109,7,5
4423,002,002_0109,8,5
4424,002,002_0110,1,4
4425,002,002_0110,2,4
4426,002,002_0110,3,4
4427,002,002_0110,4,4
4428,002,002_0110,5,4
4429,002,002_0110,6,4
4430,002,002_0110,7,4
4431,002,002_0110,8,4
4432,002,002_0111,1,3
4433,002,002_0111,2,3
4434,002,002_0111,3,3
4435,002,002_0111,4,3
4436,002,002_0111,5,3
4437,002,002_0111,6,3
4438,002,002_0111,7,3
4439,002,002_0111,8,3
4440,002,002_0112,1,2
4441,002,002_0112,2,2
4442,002,002_0112,3,2
4443,002,002_0112,4,2
4444,002,002_0112,5,2
4445,002,002_0112,6,2
4446,002,002_0112,7,2
4447,002,002_0112,8,2
4448,002,002_0113,1,1
4449,002,002_0113,2,1
4450,002,002_0113,3,1
4451,002,002_0113,4,1
4452,002,002_0113,5,1
4453,002,002_0113,6,1
4454,002,002_0113,7,1
4455,002,002_0113,8,1
4456,002,002_0114,1,5
4457,002,002_0114,2,5
4458,002,002_0114,3,5
4459,002,002_0114,4,5
4460,002,002_0114,5,5
4461,002,002_0114,6,5
4462,002,002_0114,7,5
4463,002,002_0114,8,5
4464,002,002_0115,1,4
4465,002,002_0115,2,4
4466,002,002_0115,3,4
4467,002,002_0115,4,4
4468,002,002_0115,5,4
4469,002,002_0115,6,4
4470,002,002_0115,7,4
4471,002,002_0115,8,4
4472,002,002_0116,1,3
4473,002,002_0116,2,3
4474,002,002_0116,3,3
4475,002,002_0116,4,3
4476,002,002_0116,5,3
4477,002,002_0116,6,3
4478,002,002_0116,7,3
4479,002,002_0116,8,3
4480,002,002_0117,1,2
4481,002,002_0117,2,2
4482,002,002_0117,3,2
4483,002,002_0117,4,2
4484,002,002_0117,5,2
4485,002,002_0117,6,2
4486,002,002_0117,7,2
4487,002,002_0117,8,2
4488,002,002_0118,1,1
4489,002,002_0118,2,1
4490,002,002_0118,3,1
4491,002,002_0118,4,1
4492,002,002_0118,5,1
4493,002,002_0118,6,1
4494,002,002_0118,7,1
4495,002,002_0118,8,1
4496,002,002_0119,1,5
4497,002,002_0119,2,5
4498,002,002_0119,3,5
4499,002,002_0119,4,5
4500,002,002_0119,5,5
4501,002,002_0119,6,5
4502,002,002_0119,7,5
4503,002,002_0119,8,5
4504,002,002_0120,1,4
4505,002,002_0120,2,4
4506,002,002_0120,3,4
4507,002,002_0120,4,4
4508,002,002_0120,5,4
4509,002,002_0120,6,4
4510,002,002_0120,7,4
4511,002,002_0120,8,4
4512,002,002_0121,1,3
4513,002,002_0121,2,3
4514,002,002_0121,3,3
4515,002,002_0121,4,3
4516,002,002_0121,5,3
4517,002,002_0121,6,3
4518,002,002_0121,7,3
4519,002,002_0121,8,3
4520,002,002_0122,1,2
4521,002,002_0122,2,2
4522,002,002_0122,3,2
4523,002,002_0122,4,2
4524,002,002_0122,5,2
4525,002,002_0122,6,2
4526,002,002_0122,7,2
4527,002,002_0122,8,2
4528,002,002_0123,1,1
4529,002,002_0123,2,1
4530,002,002_0123,3,1
4531,002,002_0123,4,1
4532,002,002_0123,5,1
4533,002,002_0123,6,1
4534,002,002_0123,7,1
4535,002,002_0123,8,1
4536,002,002_0124,1,5
4537,002,002_0124,2,5
4538,002,002_0124,3,5
4539,002,002_0124,4,5
4540,002,002_0124,5,5
4541,002,002_0124,6,5
4542,002,002_0124,7,5
4543,002,002_0124,8,5
4544,002,002_0125,1,4
4545,002,002_0125,2,4
4546,002,002_0125,3,4
4547,002,002_0125,4,4
4548,002,002_0125,5,4
4549,002,002_0125,6,4
4550,002,002_0125,7,4
4551,002,002_0125,8,4
4552,002,002_0126,1,3
4553,002,002_0126,2,3
4554,002,002_0126,3,3
4555,002,002_0126,4,3
4556,002,002_0126,5,3
4557,002,002_0126,6,3
4558,002,002_0126,7,3
4559,002,002_0126,8,3
4560,002,002_0127,1,2
4561,002,002_0127,2,2
4562,002,002_0127,3,2
4563,002,002_0127,4,2
4564,002,002_0127,5,2
4565,002,002_0127,6,2
4566,002,002_0127,7,2
4567,002,002_0127,8,2
4568,002,002_0128,1,1
4569,002,002_0128,2,1
4570,002,002_0128,3,1
4571,002,002_0128,4,1
4572,002,002_0128,5,1
4573,002,002_0128,6,1
4574,002,002_0128,7,1
4575,002,002_0128,8,1
4576,002,002_0129,1,5
4577,002,002_0129,2,5
4578,002,002_0129,3,5
4579,002,002_0129,4,5
4580,002,002_0129,5,5
4581,002,002_0129,6,5
4582,002,002_0129,7,5
4583,002,002_0129,8,5
4584,002,002_0130,1,4
4585,002,002_0130,2,4
4586,002,002_0130,3,4
4587,002,002_0130,4,4
4588,002,002_0130,5,4
4589,002,002_0130,6,4
4590,002,002_0130,7,4
4591,002,002_0130,8,4
4592,002,002_0131,1,3
4593,002,002_0131,2,3
4594,002,002_0131,3,3
4595,002,002_0131,4,3
4596,002,002_0131,5,3
4597,002,002_0131,6,3
4598,002,002_0131,7,3
4599,002,002_0131,8,3
4600,002,002_0132,1,2
4601,002,002_0132,2,2
4602,002,002_0132,3,2
4603,002,002_0132,4,2
4604,002,002_0132,5,2
4605,002,002_0132,6,2
4606,002,002_0132,7,2
4607,002,002_0132,8,2
4608,002,002_0133,1,1
4609,002,002_0133,2,1
4610,002,002_0133,3,1
4611,002,002_0133,4,1
4612,002,002_0133,5,1
4613,002,002_0133,6,1
4614,002,002_0133,7,1
4615,002,002_0133,8,1
4616,002,002_0134,1,5
4617,002,002_0134,2,5
4618,002,002_0134,3,5
4619,002,002_0134,4,5
4620,002,002_0134,5,5
4621,002,002_0134,6,5
4622,002,002_0134,7,5
4623,002,002_0134,8,5
4624,002,002_0135,1,4
4625,002,002_0135,2,4
4626,002,002_0135,3,4
4627,002,002_0135,4,4
4628,002,002_0135,5,4
4629,002,002_0135,6,4
4630,002,002_0135,7,4
4631,002,002_0135,8,4
4632,002,002_0136,1,3
4633,002,002_0136,2,3
4634,002,002_0136,3,3
4635,002,002_0136,4,3
4636,002,002_0136,5,3
4637,002,002_0136,6,3
4638,002,002_0136,7,3
4639,002,002_0136,8,3
4640,002,002_0137,1,2
4641,002,002_0137,2,2
4642,002,002_0137,3,2
4643,002,002_0137,4,2
4644,002,002_0137,5,2
4645,002,002_0137,6,2
4646,002,002_0137,7,2
4647,002,002_0137,8,2
4648,002,002_0138,1,1
4649,002,002_0138,2,1
4650,002,002_0138,3,1
4651,002,002_0138,4,1
4652,002,002_0138,5,1
4653,002,002_0138,6,1
4654,002,002_0138,7,1
4655,002,002_0138,8,1
4656,002,002_0139,1,5
4657,002,002_0139,2,5
4658,002,002_0139,3,5
4659,002,002_0139,4,5
4660,002,002_0139,5,5
4661,002,002_0139,6,5
4662,002,002_0139,7,5
4663,002,002_0139,8,5
4664,002,002_0140,1,4
4665,002,002_0140,2,4
4666,002,002_0140,3,4
4667,002,002_0140,4,4
4668,002,002_0140,5,4
4669,002,002_0140,6,4
4670,002,002_0140,7,4
4671,002,002_0140,8,4
4672,002,002_0141,1,3
4673,002,002_0141,2,3
4674,002,002_0141,3,3
4675,002,002_0141,4,3
4676,002,002_0141,5,3
4677,002,002_0141,6,3
4678,002,002_0141,7,3
4679,002,002_0141,8,3
4680,002,002_0142,1,2
4681,002,002_0142,2,2
4682,002,002_0142,3,2
4683,002,002_0142,4,2
4684,002,002_0142,5,2
4685,002,002_0142,6,2
4686,002,002_0142,7,2
4687,002,002_0142,8,2
4688,002,002_0143,1,1
4689,002,002_0143,2,1
4690,002,002_0143,3,1
4691,002,002_0143,4,1
4692,002,002_0143,5,1
4693,002,002_0143,6,1
4694,002,002_0143,7,1
4695,002,002_0143,8,1
4696,002,002_0144,1,5
4697,002,002_0144,2,5
4698,002,002_0144,3,5
4699,002,002_0144,4,5
4700,002,002_0144,5,5
4701,002,002_0144,6,5
4702,002,002_0144,7,5
4703,002,002_0144,8,5
4704,002,002_0145,1,4
4705,002,002_0145,2,4
4706,002,002_0145,3,4
4707,002,002_0145,4,4
4708,002,002_0145,5,4
4709,002,002_0145,6,4
4710,002,002_0145,7,4
4711,002,002_0145,8,4
4712,002,002_0146,1,3
4713,002,002_0146,2,3
4714,002,002_0146,3,3
4715,002,002_0146,4,3
4716,002,002_0146,5,3
4717,002,002_0146,6,3
4718,002,002_0146,7,3
4719,002,002_0146,8,3
4720,002,002_0147,1,2
4721,002,002_0147,2,2
4722,002,002_0147,3,2
4723,002,002_0147,4,2
4724,002,002_0147,5,2
4725,002,002_0147,6,2
4726,002,002_0147,7,2
4727,002,002_0147,8,2
4728,002,002_0148,1,1
4729,002,002_0148,2,1
4730,002,002_0148,3,1
4731,002,002_0148,4,1
4732,002,002_0148,5,1
4733,002,002_0148,6,1
4734,002,002_0148,7,1
4735,002,002_0148,8,1
4736,002,002_0149,1,5
4737,002,002_0149,2,5
4738,002,002_0149,3,5
4739,002,002_0149,4,5
4740,002,002_0149,5,5
4741,002,002_0149,6,5
4742,002,002_0149,7,5
4743,002,002_0149,8,5
4744,002,002_0150,1,4
4745,002,002_0150,2,4
4746,002,002_0150,3,4
4747,002,002_0150,4,4
4748,002,002_0150,5,4
4749,002,002_0150,6,4
4750,002,002_0150,7,4
4751,002,002_0150,8,4
4752,002,002_0151,1,3
4753,002,002_0151,2,3
4754,002,002_0151,3,3
4755,002,002_0151,4,3
4756,002,002_0151,5,3
4757,002,002_0151,6,3
4758,002,002_0151,7,3
4759,002,002_0151,8,3
4760,002,002_0152,1,2
4761,002,002_0152,2,2
4762,002,002_0152,3,2
4763,002,002_0152,4,2
4764,002,002_0152,5,2
4765,002,002_0152,6,2
4766,002,002_0152,7,2
4767,002,002_0152,8,2
4768,002,002_0153,1,1
4769,002,002_0153,2,1
4770,002,002_0153,3,1
4771,002,002_0153,4,1
4772,002,002_0153,5,1
4773,002,002_0153,6,1
4774,002,002_0153,7,1
4775,002,002_0153,8,1
4776,002,002_0154,1,5
4777,002,002_0154,2,5
4778,002,002_0154,3,5
4779,002,002_0154,4,5
4780,002,002_0154,5,5
4781,002,002_0154,6,5
4782,002,002_0154,7,5
4783,002,002_0154,8,5
4784,002,002_0155,1,4
4785,002,002_0155,2,4
4786,002,002_0155,3,4
4787,002,002_0155,4,4
4788,002,002_0155,5,4
4789,002,002_0155,6,4
4790,002,002_0155,7,4
4791,002,002_0155,8,4
4792,002,002_0156,1,3
4793,002,002_0156,2,3
4794,002,002_0156,3,3
4795,002,002_0156,4,3
4796,002,002_0156,5,3
4797,002,002_0156,6,3
4798,002,002_0156,7,3
4799,002,002_0156,8,3
4800,002,002_0157,1,2
4801,002,002_0157,2,2
4802,002,002_0157,3,2
4803,002,002_0157,4,2
4804,002,002_0157,5,2
4805,002,002_0157,6,2
4806,002,002_0157,7,2
4807,002,002_0157,8,2
4808,002,002_0158,1,1
4809,002,002_0158,2,1
4810,002,002_0158,3,1
4811,002,002_0158,4,1
4812,002,002_0158,5,1
4813,002,002_0158,6,1
4814,002,002_0158,7,1
4815,002,002_0158,8,1
4816,002,002_0159,1,5
4817,002,002_0159,2,5
4818,002,002_0159,3,5
4819,002,002_0159,4,5
4820,002,002_0159,5,5
4821,002,002_0159,6,5
4822,002,002_0159,7,5
4823,002,002_0159,8,5
4824,002,002_0160,1,4
4825,002,002_0160,2,4
4826,002,002_0160,3,4
4827,002,002_0160,4,4
4828,002,002_0160,5,4
4829,002,002_0160,6,4
4830,002,002_0160,7,4
4831,002,002_0160,8,4
4832,002,002_0161,1,3
4833,002,002_0161,2,3
4834,002,002_0161,3,3
4835,002,002_0161,4,3
4836,002,002_0161,5,3
4837,002,002_0161,6,3
4838,002,002_0161,7,3
4839,002,002_0161,8,3
4840,002,002_0162,1,2
4841,002,002_0162,2,2
4842,002,002_0162,3,2
4843,002,002_0162,4,2
4844,002,002_0162,5,2
4845,002,002_0162,6,2
4846,002,002_0162,7,2
4847,002,002_0162,8,2
4848,002,002_0163,1,1
4849,002,002_0163,2,1
4850,002,002_0163,3,1
4851,002,002_0163,4,1
4852,002,002_0163,5,1
4853,002,002_0163,6,1
4854,002,002_0163,7,1
4855,002,002_0163,8,1
4856,002,002_0164,1,5
4857,002,002_0164,2,5
4858,002,002_0164,3,5
4859,002,002_0164,4,5
4860,002,002_0164,5,5
4861,002,002_0164,6,5
4862,002,002_0164,7,5
4863,002,002_0164,8,5
4864,002,002_0165,1,4
4865,002,002_0165,2,4
4866,002,002_0165,3,4
4867,002,002_0165,4,4
4868,002,002_0165,5,4
4869,002,002_0165,6,4
4870,002,002_0165,7,4
4871,002,002_0165,8,4
4872,002,002_0166,1,3
4873,002,002_0166,2,3
4874,002,002_0166,3,3
4875,002,002_0166,4,3
4876,002,002_0166,5,3
4877,002,002_0166,6,3
4878,002,002_0166,7,3
4879,002,002_0166,8,3
4880,002,002_0167,1,2
4881,002,002_0167,2,2
4882,002,002_0167,3,2
4883,002,002_0167,4,2
4884,002,002_0167,5,2
4885,002,002_0167,6,2
4886,002,002_0167,7,2
4887,002,002_0167,8,2
4888,002,002_0168,1,1
4889,002,002_0168,2,1
4890,002,002_0168,3,1
4891,002,002_0168,4,1
4892,002,002_0168,5,1
4893,002,002_0168,6,1
4894,002,002_0168,7,1
4895,002,002_0168,8,1
4896,002,002_0169,1,5
4897,002,002_0169,2,5
4898,002,002_0169,3,5
4899,002,002_0169,4,5
4900,002,002_0169,5,5
4901,002,002_0169,6,5
4902,002,002_0169,7,5
4903,002,002_0169,8,5
4904,002,002_0170,1,4
4905,002,002_0170,2,4
4906,002,002_0170,3,4
4907,002,002_0170,4,4
4908,002,002_0170,5,4
4909,002,002_0170,6,4
4910,002,002_0170,7,4
4911,002,002_0170,8,4
4912,002,002_0171,1,3
4913,002,002_0171,2,3
4914,002,002_0171,3,3
4915,002,002_0171,4,3
4916,002,002_0171,5,3
4917,002,002_0171,6,3
4918,002,002_0171,7,3
4919,002,002_0171,8,3
4920,002,002_0172,1,2
4921,002,002_0172,2,2
4922,002,002_0172,3,2
4923,002,002_0172,4,2
4924,002,002_0172,5,2
4925,002,002_0172,6,2
4926,002,002_0172,7,2
4927,002,002_0172,8,2
4928,002,002_0173,1,1
4929,002,002_0173,2,1
4930,002,002_0173,3,1
4931,002,002_0173,4,1
4932,002,002_0173,5,1
4933,002,002_0173,6,1
4934,002,002_0173,7,1
4935,002,002_0173,8,1
4936,002,002_0174,1,5
4937,002,002_0174,2,5
4938,002,002_0174,3,5
4939,002,002_0174,4,5
4940,002,002_0174,5,5
4941,002,002_0174,6,5
4942,002,002_0174,7,5
4943,002,002_0174,8,5
4944,002,002_0175,1,4
4945,002,002_0175,2,4
4946,002,002_0175,3,4
4947,002,002_0175,4,4
4948,002,002_0175,5,4
4949,002,002_0175,6,4
4950,002,002_0175,7,4
4951,002,002_0175,8,4
4952,002,002_0176,1,3
4953,002,002_0176,2,3
4954,002,002_0176,3,3
4955,002,002_0176,4,3
4956,002,002_0176,5,3
4957,002,002_0176,6,3
4958,002,002_0176,7,3
4959,002,002_0176,8,3
4960,002,002_0177,1,2
4961,002,002_0177,2,2
4962,002,002_0177,3,2
4963,002,002_0177,4,2
4964,002,002_0177,5,2
4965,002,002_0177,6,2
4966,002,002_0177,7,2
4967,002,002_0177,8,2
4968,002,002_0178,1,1
4969,002,002_0178,2,1
4970,002,002_0178,3,1
4971,002,002_0178,4,1
4972,002,002_0178,5,1
4973,002,002_0178,6,1
4974,002,002_0178,7,1
4975,002,002_0178,8,1
4976,002,002_0179,1,5
4977,002,002_0179,2,5
4978,002,002_0179,3,5
4979,002,002_0179,4,5
4980,002,002_0179,5,5
4981,002,002_0179,6,5
4982,002,002_0179,7,5
4983,002,002_0179,8,5
4984,002,002_0180,1,4
4985,002,002_0180,2,4
4986,002,002_0180,3,4
4987,002,002_0180,4,4
4988,002,002_0180,5,4
4989,002,002_0180,6,4
4990,002,002_0180,7,4
4991,002,002_0180,8,4
4992,002,002_0181,1,3
4993,002,002_0181,2,3
4994,002,002_0181,3,3
4995,002,002_0181,4,3
4996,002,002_0181,5,3
4997,002,002_0181,6,3
4998,002,002_0181,7,3
4999,002,002_0181,8,3
5000,002,002_0182,1,2
5001,002,002_0182,2,2
5002,002,002_0182,3,2
5003,002,002_0182,4,2
5004,002,002_0182,5,2
5005,002,002_0182,6,2
5006,002,002_0182,7,2
5007,002,002_0182,8,2
5008,002,002_0183,1,1
5009,002,002_0183,2,1
5010,002,002_0183,3,1
5011,002,002_0183,4,1
5012,002,002_0183,5,1
5013,002,002_0183,6,1
5014,002,002_0183,7,1
5015,002,002_0183,8,1
5016,002,002_0184,1,5
5017,002,002_0184,2,5
5018,002,002_0184,3,5
5019,002,002_0184,4,5
5020,002,002_0184,5,5
5021,002,002_0184,6,5
5022,002,002_0184,7,5
5023,002,002_0184,8,5
5024,002,002_0185,1,4
5025,002,002_0185,2,4
5026,002,002_0185,3,4
5027,002,002_0185,4,4
5028,002,002_0185,5,4
5029,002,002_0185,6,4
5030,002,002_0185,7,4
5031,002,002_0185,8,4
5032,002,002_0186,1,3
5033,002,002_0186,2,3
5034,002,002_0186,3,3
5035,002,002_0186,4,3
5036,002,002_0186,5,3
5037,002,002_0186,6,3
5038,002,002_0186,7,3
5039,002,002_0186,8,3
5040,002,002_0187,1,2
5041,002,002_0187,2,2
5042,002,002_0187,3,2
5043,002,002_0187,4,2
5044,002,002_0187,5,2
5045,002,002_0187,6,2
5046,002,002_0187,7,2
5047,002,002_0187,8,2
5048,002,002_0188,1,1
5049,002,002_0188,2,1
5050,002,002_0188,3,1
5051,002,002_0188,4,1
5052,002,002_0188,5,1
5053,002,002_0188,6,1
5054,002,002_0188,7,1
5055,002,002_0188,8,1
5056,002,002_0189,1,5
5057,002,002_0189,2,5
5058,002,002_0189,3,5
5059,002,002_0189,4,5
5060,002,002_0189,5,5
5061,002,002_0189,6,5
5062,002,002_0189,7,5
5063,002,002_0189,8,5
5064,002,002_0190,1,4
5065,002,002_0190,2,4
5066,002,002_0190,3,4
5067,002,002_0190,4,4
5068,002,002_0190,5,4
5069,002,002_0190,6,4
5070,002,002_0190,7,4
5071,002,002_0190,8,4
5072,002,002_0191,1,3
5073,002,002_0191,2,3
5074,002,002_0191,3,3
5075,002,002_0191,4,3
5076,002,002_0191,5,3
5077,002,002_0191,6,3
5078,002,002_0191,7,3
5079,002,002_0191,8,3
5080,002,002_0192,1,2
5081,002,002_0192,2,2
5082,002,002_0192,3,2
5083,002,002_0192,4,2
5084,002,002_0192,5,2
5085,002,002_0192,6,2
5086,002,002_0192,7,2
5087,002,002_0192,8,2
5088,002,002_0193,1,1
5089,002,002_0193,2,1
5090,002,002_0193,3,1
5091,002,002_0193,4,1
5092,002,002_0193,5,1
5093,002,002_0193,6,1
5094,002,002_0193,7,1
5095,002,002_0193,8,1
5096,002,002_0194,1,5
5097,002,002_0194,2,5
5098,002,002_0194,3,5
5099,002,002_0194,4,5
5100,002,002_0194,5,5
5101,002,002_0194,6,5
5102,002,002_0194,7,5
5103,002,002_0194,8,5
5104,002,002_0195,1,4
5105,002,002_0195,2,4
5106,002,002_0195,3,4
5107,002,002_0195,4,4
5108,002,002_0195,5,4
5109,002,002_0195,6,4
5110,002,002_0195,7,4
5111,002,002_0195,8,4
5112,002,002_0196,1,3
5113,002,002_0196,2,3
5114,002,002_0196,3,3
5115,002,002_0196,4,3
5116,002,002_0196,5,3
5117,002,002_0196,6,3
5118,002,002_0196,7,3
5119,002,002_0196,8,3
5120,002,002_0197,1,2
5121,002,002_0197,2,2
5122,002,002_0197,3,2
5123,002,002_0197,4,2
5124,002,002_0197,5,2
5125,002,002_0197,6,2
5126,002,002_0197,7,2
5127,002,002_0197,8,2
5128,002,002_0198,1,1
5129,002,002_0198,2,1
5130,002,002_0198,3,1
5131,002,002_0198,4,1
5132,002,002_0198,5,1
5133,002,002_0198,6,1
5134,002,002_0198,7,1
5135,002,002_0198,8,1
5136,002,002_0199,1,5
5137,002,002_0199,2,5
5138,002,002_0199,3,5
5139,002,002_0199,4,5
5140,002,002_0199,5,5
5141,002,002_0199,6,5
5142,002,002_0199,7,5
5143,002,002_0199,8,5
5144,002,002_0200,1,4
5145,002,002_0200,2,4
5146,002,002_0200,3,4
5147,002,002_0200,4,4
5148,002,002_0200,5,4
5149,002,002_0200,6,4
5150,002,002_0200,7,4
5151,002,002_0200,8,4
5152,002,002_0201,1,3
5153,002,002_0201,2,3
5154,002,002_0201,3,3
5155,002,002_0201,4,3
5156,002,002_0201,5,3
5157,002,002_0201,6,3
5158,002,002_0201,7,3
5159,002,002_0201,8,3
5160,002,002_0202,1,2
5161,002,002_0202,2,2
5162,002,002_0202,3,2
5163,002,002_0202,4,2
5164,002,002_0202,5,2
5165,002,002_0202,6,2
5166,002,002_0202,7,2
5167,002,002_0202,8,2
5168,002,002_0203,1,1
5169,002,002_0203,2,1
5170,002,002_0203,3,1
5171,002,002_0203,4,1
5172,002,002_0203,5,1
5173,002,002_0203,6,1
5174,002,002_0203,7,1
5175,002,002_0203,8,1
5176,002,002_0204,1,5
5177,002,002_0204,2,5
5178,002,002_0204,3,5
5179,002,002_0204,4,5
5180,002,002_0204,5,5
5181,002,002_0204,6,5
5182,002,002_0204,7,5
5183,002,002_0204,8,5
5184,002,002_0205,1,4
5185,002,002_0205,2,4
5186,002,002_0205,3,4
5187,002,002_0205,4,4
5188,002,002_0205,5,4
5189,002,002_0205,6,4
5190,002,002_0205,7,4
5191,002,002_0205,8,4
5192,002,002_0206,1,3
5193,002,002_0206,2,3
5194,002,002_0206,3,3
5195,002,002_0206,4,3
5196,002,002_0206,5,3
5197,002,002_0206,6,3
5198,002,002_0206,7,3
5199,002,002_0206,8,3
5200,002,002_0207,1,2
5201,002,002_0207,2,2
5202,002,002_0207,3,2
5203,002,002_0207,4,2
5204,002,002_0207,5,2
5205,002,002_0207,6,2
5206,002,002_0207,7,2
5207,002,002_0207,8,2
5208,002,002_0208,1,1
5209,002,002_0208,2,1
5210,002,002_0208,3,1
5211,002,002_0208,4,1
5212,002,002_0208,5,1
5213,002,002_0208,6,1
5214,002,002_0208,7,1
5215,002,002_0208,8,1
5216,002,002_0209,1,5
5217,002,002_0209,2,5
5218,002,002_0209,3,5
5219,002,002_0209,4,5
5220,002,002_0209,5,5
5221,002,002_0209,6,5
5222,002,002_0209,7,5
5223,002,002_0209,8,5
5224,002,002_0210,1,4
5225,002,002_0210,2,4
5226,002,002_0210,3,4
5227,002,002_0210,4,4
5228,002,002_0210,5,4
5229,002,002_0210,6,4
5230,002,002_0210,7,4
5231,002,002_0210,8,4
5232,002,002_0211,1,3
5233,002,002_0211,2,3
5234,002,002_0211,3,3
5235,002,002_0211,4,3
5236,002,002_0211,5,3
5237,002,002_0211,6,3
5238,002,002_0211,7,3
5239,002,002_0211,8,3
5240,002,002_0212,1,2
5241,002,002_0212,2,2
5242,002,002_0212,3,2
5243,002,002_0212,4,2
5244,002,002_0212,5,2
5245,002,002_0212,6,2
5246,002,002_0212,7,2
5247,002,002_0212,8,2
5248,002,002_0213,1,1
5249,002,002_0213,2,1
5250,002,002_0213,3,1
5251,002,002_0213,4,1
5252,002,002_0213,5,1
5253,002,002_0213,6,1
5254,002,002_0213,7,1
5255,002,002_0213,8,1
5256,002,002_0214,1,5
5257,002,002_0214,2,5
5258,002,002_0214,3,5
5259,002,002_0214,4,5
5260,002,002_0214,5,5
5261,002,002_0214,6,5
5262,002,002_0214,7,5
5263,002,002_0214,8,5
5264,002,002_0215,1,4
5265,002,002_0215,2,4
5266,002,002_0215,3,4
5267,002,002_0215,4,4
5268,002,002_0215,5,4
5269,002,002_0215,6,4
5270,002,002_0215,7,4
5271,002,002_0215,8,4
5272,002,002_0216,1,3
5273,002,002_0216,2,3
5274,002,002_0216,3,3
5275,002,002_0216,4,3
5276,002,002_0216,5,3
5277,002,002_0216,6,3
5278,002,002_0216,7,3
5279,002,002_0216,8,3
5280,002,002_0217,1,2
5281,002,002_0217,2,2
5282,002,002_0217,3,2
5283,002,002_0217,4,2
5284,002,002_0217,5,2
5285,002,002_0217,6,2
5286,002,002_0217,7,2
5287,002,002_0217,8,2
5288,002,002_0218,1,1
5289,002,002_0218,2,1
5290,002,002_0218,3,1
5291,002,002_0218,4,1
5292,002,002_0218,5,1
5293,002,002_0218,6,1
5294,002,002_0218,7,1
5295,002,002_0218,8,1
5296,002,002_0219,1,5
5297,002,002_0219,2,5
5298,002,002_0219,3,5
5299,002,002_0219,4,5
5300,002,002_0219,5,5
5301,002,002_0219,6,5
5302,002,002_0219,7,5
5303,002,002_0219,8,5
5304,002,002_0220,1,4
5305,002,002_0220,2,4
5306,002,002_0220,3,4
5307,002,002_0220,4,4
5308,002,002_0220,5,4
5309,002,002_0220,6,4
5310,002,002_0220,7,4
5311,002,002_0220,8,4
5312,002,002_0221,1,3
5313,002,002_0221,2,3
5314,002,002_0221,3,3
5315,002,002_0221,4,3
5316,002,002_0221,5,3
5317,002,002_0221,6,3
5318,002,002_0221,7,3
5319,002,002_0221,8,3
5320,002,002_0222,1,2
5321,002,002_0222,2,2
5322,002,002_0222,3,2
5323,002,002_0222,4,2
5324,002,002_0222,5,2
5325,002,002_0222,6,2
5326,002,002_0222,7,2
5327,002,002_0222,8,2
5328,002,002_0223,1,1
5329,002,002_0223,2,1
5330,002,002_0223,3,1
5331,002,002_0223,4,1
5332,002,002_0223,5,1
